rank,@title,start_xp,xp to next level,rank when not full,ranke when full,icon,xp_end,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17
798,gen1,34605300,107600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,34712900,,,,,,799,799,,RANK_GEN_FULL,
799,gen1,34712900,111100,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,34824000,,,,,,800,800,,RANK_GEN_FULL,
800,gen1,34824000,7200,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34831200,,,,,,801,801,,RANK_GEN_FULL,
801,gen1,34831200,7500,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34838700,,,,,,802,802,,RANK_GEN_FULL,
802,gen1,34838700,7800,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34846500,,,,,,803,803,,RANK_GEN_FULL,
803,gen1,34846500,8100,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34854600,,,,,,804,804,,RANK_GEN_FULL,
804,gen1,34854600,8400,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34863000,,,,,,805,805,,RANK_GEN_FULL,
805,gen1,34863000,8800,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34871800,,,,,,806,806,,RANK_GEN_FULL,
806,gen1,34871800,9200,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34881000,,,,,,807,807,,RANK_GEN_FULL,
807,gen1,34881000,9600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34890600,,,,,,808,808,,RANK_GEN_FULL,
808,gen1,34890600,10000,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34900600,,,,,,809,809,,RANK_GEN_FULL,
809,gen1,34900600,10500,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34911100,,,,,,810,810,,RANK_GEN_FULL,
810,gen1,34911100,11000,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34922100,,,,,,811,811,,RANK_GEN_FULL,
811,gen1,34922100,12300,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34934400,,,,,,812,812,,RANK_GEN_FULL,
812,gen1,34934400,13600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34948000,,,,,,813,813,,RANK_GEN_FULL,
813,gen1,34948000,14900,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34962900,,,,,,814,814,,RANK_GEN_FULL,
814,gen1,34962900,16200,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34979100,,,,,,815,815,,RANK_GEN_FULL,
815,gen1,34979100,17600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,34996700,,,,,,816,816,,RANK_GEN_FULL,
816,gen1,34996700,19000,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35015700,,,,,,817,817,,RANK_GEN_FULL,
817,gen1,35015700,20500,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35036200,,,,,,818,818,,RANK_GEN_FULL,
818,gen1,35036200,22000,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35058200,,,,,,819,819,,RANK_GEN_FULL,
819,gen1,35058200,23500,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35081700,,,,,,820,820,,RANK_GEN_FULL,
820,gen1,35081700,25500,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35107200,,,,,,821,821,,RANK_GEN_FULL,
821,gen1,35107200,27500,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35134700,,,,,,822,822,,RANK_GEN_FULL,
822,gen1,35134700,29600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35164300,,,,,,823,823,,RANK_GEN_FULL,
823,gen1,35164300,31600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35195900,,,,,,824,824,,RANK_GEN_FULL,
824,gen1,35195900,33600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35229500,,,,,,825,825,,RANK_GEN_FULL,
825,gen1,35229500,35600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35265100,,,,,,826,826,,RANK_GEN_FULL,
826,gen1,35265100,38100,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35303200,,,,,,827,827,,RANK_GEN_FULL,
827,gen1,35303200,40600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35343800,,,,,,828,828,,RANK_GEN_FULL,
828,gen1,35343800,43100,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35386900,,,,,,829,829,,RANK_GEN_FULL,
829,gen1,35386900,45600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35432500,,,,,,830,830,,RANK_GEN_FULL,
830,gen1,35432500,48100,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35480600,,,,,,831,831,,RANK_GEN_FULL,
831,gen1,35480600,50600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35531200,,,,,,832,832,,RANK_GEN_FULL,
832,gen1,35531200,53600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35584800,,,,,,833,833,,RANK_GEN_FULL,
833,gen1,35584800,56600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35641400,,,,,,834,834,,RANK_GEN_FULL,
834,gen1,35641400,59600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35701000,,,,,,835,835,,RANK_GEN_FULL,
835,gen1,35701000,62600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35763600,,,,,,836,836,,RANK_GEN_FULL,
836,gen1,35763600,65600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35829200,,,,,,837,837,,RANK_GEN_FULL,
837,gen1,35829200,69100,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35898300,,,,,,838,838,,RANK_GEN_FULL,
838,gen1,35898300,72600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,35970900,,,,,,839,839,,RANK_GEN_FULL,
839,gen1,35970900,76100,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,36047000,,,,,,840,840,,RANK_GEN_FULL,
840,gen1,36047000,79600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,36126600,,,,,,841,841,,RANK_GEN_FULL,
841,gen1,36126600,83100,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,36209700,,,,,,842,842,,RANK_GEN_FULL,
842,gen1,36209700,86600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,36296300,,,,,,843,843,,RANK_GEN_FULL,
843,gen1,36296300,90100,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,36386400,,,,,,844,844,,RANK_GEN_FULL,
844,gen1,36386400,93600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,36480000,,,,,,845,845,,RANK_GEN_FULL,
845,gen1,36480000,97100,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,36577100,,,,,,846,846,,RANK_GEN_FULL,
846,gen1,36577100,100600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,36677700,,,,,,847,847,,RANK_GEN_FULL,
847,gen1,36677700,104100,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,36781800,,,,,,848,848,,RANK_GEN_FULL,
848,gen1,36781800,107600,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,36889400,,,,,,849,849,,RANK_GEN_FULL,
849,gen1,36889400,111100,RANK_GEN,RANK_GEN_FULL,rank_prestige_16,37000500,,,,,,850,850,,RANK_GEN_FULL,
850,gen1,37000500,7200,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37007700,,,,,,851,851,,RANK_GEN_FULL,
851,gen1,37007700,7500,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37015200,,,,,,852,852,,RANK_GEN_FULL,
852,gen1,37015200,7800,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37023000,,,,,,853,853,,RANK_GEN_FULL,
853,gen1,37023000,8100,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37031100,,,,,,854,854,,RANK_GEN_FULL,
854,gen1,37031100,8400,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37039500,,,,,,855,855,,RANK_GEN_FULL,
855,gen1,37039500,8800,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37048300,,,,,,856,856,,RANK_GEN_FULL,
856,gen1,37048300,9200,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37057500,,,,,,857,857,,RANK_GEN_FULL,
857,gen1,37057500,9600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37067100,,,,,,858,858,,RANK_GEN_FULL,
858,gen1,37067100,10000,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37077100,,,,,,859,859,,RANK_GEN_FULL,
859,gen1,37077100,10500,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37087600,,,,,,860,860,,RANK_GEN_FULL,
860,gen1,37087600,11000,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37098600,,,,,,861,861,,RANK_GEN_FULL,
861,gen1,37098600,12300,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37110900,,,,,,862,862,,RANK_GEN_FULL,
862,gen1,37110900,13600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37124500,,,,,,863,863,,RANK_GEN_FULL,
863,gen1,37124500,14900,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37139400,,,,,,864,864,,RANK_GEN_FULL,
864,gen1,37139400,16200,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37155600,,,,,,865,865,,RANK_GEN_FULL,
865,gen1,37155600,17600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37173200,,,,,,866,866,,RANK_GEN_FULL,
866,gen1,37173200,19000,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37192200,,,,,,867,867,,RANK_GEN_FULL,
867,gen1,37192200,20500,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37212700,,,,,,868,868,,RANK_GEN_FULL,
868,gen1,37212700,22000,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37234700,,,,,,869,869,,RANK_GEN_FULL,
869,gen1,37234700,23500,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37258200,,,,,,870,870,,RANK_GEN_FULL,
870,gen1,37258200,25500,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37283700,,,,,,871,871,,RANK_GEN_FULL,
871,gen1,37283700,27500,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37311200,,,,,,872,872,,RANK_GEN_FULL,
872,gen1,37311200,29600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37340800,,,,,,873,873,,RANK_GEN_FULL,
873,gen1,37340800,31600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37372400,,,,,,874,874,,RANK_GEN_FULL,
874,gen1,37372400,33600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37406000,,,,,,875,875,,RANK_GEN_FULL,
875,gen1,37406000,35600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37441600,,,,,,876,876,,RANK_GEN_FULL,
876,gen1,37441600,38100,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37479700,,,,,,877,877,,RANK_GEN_FULL,
877,gen1,37479700,40600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37520300,,,,,,878,878,,RANK_GEN_FULL,
878,gen1,37520300,43100,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37563400,,,,,,879,879,,RANK_GEN_FULL,
879,gen1,37563400,45600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37609000,,,,,,880,880,,RANK_GEN_FULL,
880,gen1,37609000,48100,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37657100,,,,,,881,881,,RANK_GEN_FULL,
881,gen1,37657100,50600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37707700,,,,,,882,882,,RANK_GEN_FULL,
882,gen1,37707700,53600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37761300,,,,,,883,883,,RANK_GEN_FULL,
883,gen1,37761300,56600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37817900,,,,,,884,884,,RANK_GEN_FULL,
884,gen1,37817900,59600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37877500,,,,,,885,885,,RANK_GEN_FULL,
885,gen1,37877500,62600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,37940100,,,,,,886,886,,RANK_GEN_FULL,
886,gen1,37940100,65600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,38005700,,,,,,887,887,,RANK_GEN_FULL,
887,gen1,38005700,69100,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,38074800,,,,,,888,888,,RANK_GEN_FULL,
888,gen1,38074800,72600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,38147400,,,,,,889,889,,RANK_GEN_FULL,
889,gen1,38147400,76100,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,38223500,,,,,,890,890,,RANK_GEN_FULL,
890,gen1,38223500,79600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,38303100,,,,,,891,891,,RANK_GEN_FULL,
891,gen1,38303100,83100,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,38386200,,,,,,892,892,,RANK_GEN_FULL,
892,gen1,38386200,86600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,38472800,,,,,,893,893,,RANK_GEN_FULL,
893,gen1,38472800,90100,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,38562900,,,,,,894,894,,RANK_GEN_FULL,
894,gen1,38562900,93600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,38656500,,,,,,895,895,,RANK_GEN_FULL,
895,gen1,38656500,97100,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,38753600,,,,,,896,896,,RANK_GEN_FULL,
896,gen1,38753600,100600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,38854200,,,,,,897,897,,RANK_GEN_FULL,
897,gen1,38854200,104100,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,38958300,,,,,,898,898,,RANK_GEN_FULL,
898,gen1,38958300,107600,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,39065900,,,,,,899,899,,RANK_GEN_FULL,
899,gen1,39065900,111100,RANK_GEN,RANK_GEN_FULL,rank_prestige_17,39177000,,,,,,900,900,,RANK_GEN_FULL,
900,gen1,39177000,7200,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39184200,,,,,,901,901,,RANK_GEN_FULL,
901,gen1,39184200,7500,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39191700,,,,,,902,902,,RANK_GEN_FULL,
902,gen1,39191700,7800,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39199500,,,,,,903,903,,RANK_GEN_FULL,
903,gen1,39199500,8100,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39207600,,,,,,904,904,,RANK_GEN_FULL,
904,gen1,39207600,8400,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39216000,,,,,,905,905,,RANK_GEN_FULL,
905,gen1,39216000,8800,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39224800,,,,,,906,906,,RANK_GEN_FULL,
906,gen1,39224800,9200,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39234000,,,,,,907,907,,RANK_GEN_FULL,
907,gen1,39234000,9600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39243600,,,,,,908,908,,RANK_GEN_FULL,
908,gen1,39243600,10000,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39253600,,,,,,909,909,,RANK_GEN_FULL,
909,gen1,39253600,10500,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39264100,,,,,,910,910,,RANK_GEN_FULL,
910,gen1,39264100,11000,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39275100,,,,,,911,911,,RANK_GEN_FULL,
911,gen1,39275100,12300,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39287400,,,,,,912,912,,RANK_GEN_FULL,
912,gen1,39287400,13600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39301000,,,,,,913,913,,RANK_GEN_FULL,
913,gen1,39301000,14900,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39315900,,,,,,914,914,,RANK_GEN_FULL,
914,gen1,39315900,16200,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39332100,,,,,,915,915,,RANK_GEN_FULL,
915,gen1,39332100,17600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39349700,,,,,,916,916,,RANK_GEN_FULL,
916,gen1,39349700,19000,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39368700,,,,,,917,917,,RANK_GEN_FULL,
917,gen1,39368700,20500,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39389200,,,,,,918,918,,RANK_GEN_FULL,
918,gen1,39389200,22000,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39411200,,,,,,919,919,,RANK_GEN_FULL,
919,gen1,39411200,23500,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39434700,,,,,,920,920,,RANK_GEN_FULL,
920,gen1,39434700,25500,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39460200,,,,,,921,921,,RANK_GEN_FULL,
921,gen1,39460200,27500,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39487700,,,,,,922,922,,RANK_GEN_FULL,
922,gen1,39487700,29600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39517300,,,,,,923,923,,RANK_GEN_FULL,
923,gen1,39517300,31600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39548900,,,,,,924,924,,RANK_GEN_FULL,
924,gen1,39548900,33600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39582500,,,,,,925,925,,RANK_GEN_FULL,
925,gen1,39582500,35600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39618100,,,,,,926,926,,RANK_GEN_FULL,
926,gen1,39618100,38100,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39656200,,,,,,927,927,,RANK_GEN_FULL,
927,gen1,39656200,40600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39696800,,,,,,928,928,,RANK_GEN_FULL,
928,gen1,39696800,43100,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39739900,,,,,,929,929,,RANK_GEN_FULL,
929,gen1,39739900,45600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39785500,,,,,,930,930,,RANK_GEN_FULL,
930,gen1,39785500,48100,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39833600,,,,,,931,931,,RANK_GEN_FULL,
931,gen1,39833600,50600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39884200,,,,,,932,932,,RANK_GEN_FULL,
932,gen1,39884200,53600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39937800,,,,,,933,933,,RANK_GEN_FULL,
933,gen1,39937800,56600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,39994400,,,,,,934,934,,RANK_GEN_FULL,
934,gen1,39994400,59600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,40054000,,,,,,935,935,,RANK_GEN_FULL,
935,gen1,40054000,62600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,40116600,,,,,,936,936,,RANK_GEN_FULL,
936,gen1,40116600,65600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,40182200,,,,,,937,937,,RANK_GEN_FULL,
937,gen1,40182200,69100,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,40251300,,,,,,938,938,,RANK_GEN_FULL,
938,gen1,40251300,72600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,40323900,,,,,,939,939,,RANK_GEN_FULL,
939,gen1,40323900,76100,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,40400000,,,,,,940,940,,RANK_GEN_FULL,
940,gen1,40400000,79600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,40479600,,,,,,941,941,,RANK_GEN_FULL,
941,gen1,40479600,83100,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,40562700,,,,,,942,942,,RANK_GEN_FULL,
942,gen1,40562700,86600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,40649300,,,,,,943,943,,RANK_GEN_FULL,
943,gen1,40649300,90100,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,40739400,,,,,,944,944,,RANK_GEN_FULL,
944,gen1,40739400,93600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,40833000,,,,,,945,945,,RANK_GEN_FULL,
945,gen1,40833000,97100,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,40930100,,,,,,946,946,,RANK_GEN_FULL,
946,gen1,40930100,100600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,41030700,,,,,,947,947,,RANK_GEN_FULL,
947,gen1,41030700,104100,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,41134800,,,,,,948,948,,RANK_GEN_FULL,
948,gen1,41134800,107600,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,41242400,,,,,,949,949,,RANK_GEN_FULL,
949,gen1,41242400,111100,RANK_GEN,RANK_GEN_FULL,rank_prestige_18,41353500,,,,,,950,950,,RANK_GEN_FULL,
950,gen1,41353500,7200,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41360700,,,,,,951,951,,RANK_GEN_FULL,
951,gen1,41360700,7500,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41368200,,,,,,952,952,,RANK_GEN_FULL,
952,gen1,41368200,7800,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41376000,,,,,,953,953,,RANK_GEN_FULL,
953,gen1,41376000,8100,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41384100,,,,,,954,954,,RANK_GEN_FULL,
954,gen1,41384100,8400,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41392500,,,,,,955,955,,RANK_GEN_FULL,
955,gen1,41392500,8800,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41401300,,,,,,956,956,,RANK_GEN_FULL,
956,gen1,41401300,9200,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41410500,,,,,,957,957,,RANK_GEN_FULL,
957,gen1,41410500,9600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41420100,,,,,,958,958,,RANK_GEN_FULL,
958,gen1,41420100,10000,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41430100,,,,,,959,959,,RANK_GEN_FULL,
959,gen1,41430100,10500,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41440600,,,,,,960,960,,RANK_GEN_FULL,
960,gen1,41440600,11000,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41451600,,,,,,961,961,,RANK_GEN_FULL,
961,gen1,41451600,12300,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41463900,,,,,,962,962,,RANK_GEN_FULL,
962,gen1,41463900,13600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41477500,,,,,,963,963,,RANK_GEN_FULL,
963,gen1,41477500,14900,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41492400,,,,,,964,964,,RANK_GEN_FULL,
964,gen1,41492400,16200,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41508600,,,,,,965,965,,RANK_GEN_FULL,
965,gen1,41508600,17600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41526200,,,,,,966,966,,RANK_GEN_FULL,
966,gen1,41526200,19000,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41545200,,,,,,967,967,,RANK_GEN_FULL,
967,gen1,41545200,20500,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41565700,,,,,,968,968,,RANK_GEN_FULL,
968,gen1,41565700,22000,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41587700,,,,,,969,969,,RANK_GEN_FULL,
969,gen1,41587700,23500,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41611200,,,,,,970,970,,RANK_GEN_FULL,
970,gen1,41611200,25500,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41636700,,,,,,971,971,,RANK_GEN_FULL,
971,gen1,41636700,27500,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41664200,,,,,,972,972,,RANK_GEN_FULL,
972,gen1,41664200,29600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41693800,,,,,,973,973,,RANK_GEN_FULL,
973,gen1,41693800,31600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41725400,,,,,,974,974,,RANK_GEN_FULL,
974,gen1,41725400,33600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41759000,,,,,,975,975,,RANK_GEN_FULL,
975,gen1,41759000,35600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41794600,,,,,,976,976,,RANK_GEN_FULL,
976,gen1,41794600,38100,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41832700,,,,,,977,977,,RANK_GEN_FULL,
977,gen1,41832700,40600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41873300,,,,,,978,978,,RANK_GEN_FULL,
978,gen1,41873300,43100,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41916400,,,,,,979,979,,RANK_GEN_FULL,
979,gen1,41916400,45600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,41962000,,,,,,980,980,,RANK_GEN_FULL,
980,gen1,41962000,48100,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,42010100,,,,,,981,981,,RANK_GEN_FULL,
981,gen1,42010100,50600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,42060700,,,,,,982,982,,RANK_GEN_FULL,
982,gen1,42060700,53600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,42114300,,,,,,983,983,,RANK_GEN_FULL,
983,gen1,42114300,56600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,42170900,,,,,,984,984,,RANK_GEN_FULL,
984,gen1,42170900,59600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,42230500,,,,,,985,985,,RANK_GEN_FULL,
985,gen1,42230500,62600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,42293100,,,,,,986,986,,RANK_GEN_FULL,
986,gen1,42293100,65600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,42358700,,,,,,987,987,,RANK_GEN_FULL,
987,gen1,42358700,69100,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,42427800,,,,,,988,988,,RANK_GEN_FULL,
988,gen1,42427800,72600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,42500400,,,,,,989,989,,RANK_GEN_FULL,
989,gen1,42500400,76100,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,42576500,,,,,,990,990,,RANK_GEN_FULL,
990,gen1,42576500,79600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,42656100,,,,,,991,991,,RANK_GEN_FULL,
991,gen1,42656100,83100,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,42739200,,,,,,992,992,,RANK_GEN_FULL,
992,gen1,42739200,86600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,42825800,,,,,,993,993,,RANK_GEN_FULL,
993,gen1,42825800,90100,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,42915900,,,,,,994,994,,RANK_GEN_FULL,
994,gen1,42915900,93600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,43009500,,,,,,995,995,,RANK_GEN_FULL,
995,gen1,43009500,97100,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,43106600,,,,,,996,996,,RANK_GEN_FULL,
996,gen1,43106600,100600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,43207200,,,,,,997,997,,RANK_GEN_FULL,
997,gen1,43207200,104100,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,43311300,,,,,,998,998,,RANK_GEN_FULL,
998,gen1,43311300,107600,RANK_GEN,RANK_GEN_FULL,rank_prestige_19,43418900,,,,,,999,999,,RANK_GEN_FULL,
